,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
915219,38,1,-2,33,3,125,,,,2,-2,,-2,2,-2,,-2,,,,,,3,-2
915222,40,1,-2,-3,3,-3,3,3,1,2,0,4,10,,,,,4,-2,0,6,2,,-2
915227,39,1,-2,24,5,60,5,0,4,2,0,,4,,,,,,,,,,,-2
915235,38,2,2018,9,6,0,3,0,1,5,4,4,2,5,3,,3,,,,,,3,-2
915238,39,2,2012,54,3,5,4,0,2,2,0,2,6,2,-2,5,6,,,,,,3,2
915241,39,2,2015,110,5,0,5,5,2,1,0,0,10,1,-2,-3,9,,,,,,4,-2
915243,39,2,-2,-3,5,0,4,0,1,2,0,1,8,3,-2,0,6,4,-2,1,0,1,4,-2
915244,39,2,2013,46,4,0,3,0,11,4,0,3,7,5,-2,7,6,,,,,,2,-2
915249,39,2,-2,-3,4,-3,3,-2,6,3,0,12,4,,,,,,,,,,,-2
915252,39,2,-2,-3,5,5,4,0,5,,,,,,,,,,,,,,,-2
915253,38,1,2018,-3,6,110,3,0,2,3,0,2,6,3,-2,6,5,,,,,,3,-2
915257,39,2,-2,59,6,0,5,0,2,1,0,3,12,1,-2,4,9,4,-2,2,7,1,4,-2
915258,39,1,-2,75,7,270,5,1,7,2,0,3,11,1,-2,3,12,4,-2,8,7,2,5,2
915264,-3,2,-2,18,5,-3,,,,,,,,,,,,,,,,,,-3
915266,39,2,-2,-3,6,0,4,-2,8,3,-2,4,-2,3,-2,4,-2,,,,,,3,-2
915267,39,2,2011,-3,2,0,4,7,4,3,4,2,9,,,,,,,,,,,-2
915269,39,1,-2,51,3,110,4,-2,2,4,-2,4,-2,3,-2,4,-2,,,,,,3,-2
915274,39,2,-2,34,2,0,5,0,5,1,-5,7,-5,,,,,5,-2,0,0,1,,-2
915275,39,1,-2,38,5,-3,5,-2,3,1,-2,3,-2,1,-2,5,-2,,,,,,2,2
915278,40,1,-2,49,2,100,5,0,2,2,0,-3,12,2,-2,-29,9,4,0,10,10,1,0,2
915281,39,2,-2,-3,4,100,,,,,,,,,,,,,,,,,,-2
915282,38,2,2015,123,7,0,3,0,1,4,,3,,4,-2,3,4,,,,,,4,-2
915285,38,1,-2,42,2,83,4,0,5,4,0,6,8,4,-2,2,8,3,-2,0,4,1,3,-2
915286,39,1,2013,70,3,115,,,,2,,2,,,,,,,,,,,,-2
915288,39,2,-2,-3,6,40,5,0,4,1,0,15,9,3,4,10,4,4,-2,0,6,1,2,-2
915290,40,1,-2,59,6,150,,,,,,,,,,,,,,,,,,-2
915295,38,2,2019,-3,4,50,4,0,4,3,0,1,0,2,-2,1,4,,,,,,5,-2
915297,39,1,-2,48,4,0,4,0,2,2,0,2,0,,,,,,,,,,,-2
915304,39,2,-2,44,2,0,4,0,2,2,0,2,10,-30,-30,1,-30,4,-2,9,9,1,1,-2
915305,39,2,-2,55,6,120,5,2,1,2,0,1,8,1,0,,11,2,3,2,10,1,3,2
915308,38,2,2015,70,6,0,5,0,0,2,0,0,0,2,-2,-29,5,,,,,,3,-2
915314,40,2,-2,65,2,0,4,0,12,3,0,8,10,2,-2,16,6,4,-2,4,6,1,3,2
915315,38,1,2003,63,4,110,4,0,3,,,,,,,,,,,,,,,-2
915318,39,1,2018,60,5,200,,-3,,,,,,,,,,,,,,,,-2
915320,39,2,2017,34,4,20,4,0,3,3,3,4,5,4,3,-29,6,,,,,,3,-2
915327,39,1,1998,73,6,220,,-2,,,,,,,,,,,,,,,,-2
915338,-3,1,-2,69,4,-3,,,,,,,,,,,,,,,,,,-3
915339,39,1,-2,-3,6,120,,-3,,2,0,0,12,1,-2,1,11,4,-2,0,10,1,2,3
915340,39,2,-2,-3,2,0,3,-2,4,4,-2,0,-2,4,-2,0,-2,2,4,0,5,1,2,-2
915343,39,1,2000,-3,7,196,5,0,2,,,,,,,,,,,,,,,3
915344,39,1,-2,67,4,150,5,0,4,1,0,,6,1,-2,-29,8,5,-2,0,8,1,2,-2
915347,38,1,-2,25,2,189,4,0,2,3,0,2,8,4,-2,3,10,4,4,1,0,1,4,-2
915350,39,2,2016,60,2,0,4,0,12,1,0,16,11,2,3,6,4,,,,,,7,-2
915355,39,2,-2,119,9,0,,,,,,,,,,,,,,,,,,-2
915364,39,2,-2,29,4,0,5,0,5,2,0,2,8,1,-2,4,8,4,-2,0,9,1,3,-2
915372,40,1,2010,93,7,350,4,0,3,3,0,2,4,,,,,,,,,,,4
915379,39,2,2018,65,9,0,3,6,3,2,4,,8,3,-2,5,6,,,,,,3,-2
915381,38,2,-2,18,3,35,,6,,2,0,4,5,3,-2,2,9,4,-2,0,6,1,4,-2
915383,39,1,-2,194,6,350,4,-2,4,2,2,8,6,2,-2,3,8,4,-2,4,0,1,3,4
915384,39,2,-2,43,2,0,,0,,2,0,,8,1,-2,,5,5,-2,0,0,1,4,-2
915385,-3,1,1973,642,6,-3,,,,,,,,,,,,,,,,,,-3
915391,38,1,-2,63,9,113,4,0,3,2,0,,-3,1,-2,4,6,4,-2,25,0,3,5,-2
915395,-3,2,9994,-3,6,-3,,,,,,,,,,,,,,,,,,-3
915396,-3,2,9994,73,7,-3,,,,,,,,,,,,,,,,,,-3
915400,39,2,2003,66,7,0,4,6,15,,,,,,,,,,,,,,,-2
915403,-3,1,-2,68,2,-3,,,,,,,,,,,,,,,,,,-3
915414,39,2,-2,-3,8,-3,4,0,3,4,0,6,8,3,-2,28,9,,,,,,6,-2
915415,39,1,-2,70,9,150,,,,,,,,,,,,,,,,,,-2
915416,39,2,2014,615,7,0,4,-2,2,3,-2,6,-2,,,,,,,,,,,1
915418,39,2,2013,52,5,77,,,,3,5,4,8,,,,,,,,,,,-2
915419,39,1,2018,10,6,90,,-2,,3,-2,,-5,4,-2,2,-2,,,,,,5,-2
915422,-3,2,1974,18,3,-3,,,,,,,,,,,,,,,,,,-3
915423,39,1,2008,59,6,170,4,0,2,2,0,-3,6,,,,,,,,,,,2
915427,39,2,-2,40,3,0,,0,,3,0,8,8,2,-2,,6,4,7,4,6,1,3,-2
915428,39,2,-2,25,4,0,4,-2,4,1,-2,3,-2,2,-2,3,-2,,,,,,4,-2
915432,39,1,2018,53,6,110,4,-2,8,2,,-3,,,,,,,,,,,,-2
915433,-3,1,-2,13,6,-3,,,,,,,,,,,,,,,,,,-3
915435,39,1,2010,82,9,110,3,0,0,4,-5,0,-5,,,,,,,,,,,-2
915441,39,1,-2,30,2,190,4,0,4,2,0,2,5,2,-2,4,10,,,,,,4,-2
915442,40,1,1997,104,7,90,2,0,9,,,,,,,,,,,,,,,-2
915445,39,2,-2,87,5,0,4,-2,1,3,7,,0,-30,-30,1,-30,4,5,2,8,3,5,-2
915451,39,2,-2,111,7,0,4,7,8,1,7,4,6,1,-2,4,9,5,-2,4,9,2,4,-2
915453,39,2,-2,44,3,87,,0,,3,0,0,11,3,-2,0,5,3,-2,0,8,1,0,-2
915461,39,2,-2,76,7,75,5,0,4,2,0,5,8,2,6,7,11,4,-2,4,6,2,3,-2
915466,37,1,-2,51,5,-3,,,,,,,,,,,,,,,,,,-3
915475,39,1,-2,61,9,150,,,,3,0,3,4,,,,,,,,,,,-2
915477,39,1,1996,43,2,130,3,0,0,,,,,,,,,,,,,,,-2
915478,39,2,2003,-3,5,0,4,4,7,,,,,,,,,,,,,,,-2
915482,39,1,2012,83,9,180,5,-2,3,4,-2,3,-2,3,-2,2,-2,,,,,,2,-2
915492,38,1,-2,51,2,129,3,0,4,4,7,-3,11,3,7,4,5,3,-2,0,5,1,3,-2
915493,-3,2,-2,-3,7,-3,,,,,,,,,,,,,,,,,,-3
915494,39,2,-2,-3,6,0,5,0,4,2,0,3,6,,,,,4,-2,1,0,1,,-2
915496,39,2,-2,34,6,16,4,0,8,2,0,4,8,1,-2,10,6,4,-2,6,5,1,3,2
915499,39,2,-2,65,6,0,4,7,10,3,0,4,6,2,3,5,8,3,4,1,7,2,0,-2
915501,38,2,-2,71,6,0,4,0,2,2,0,0,7,2,-2,1,8,4,-2,2,1,1,7,2
915505,40,2,2015,35,5,120,4,0,2,3,0,0,4,1,-2,-29,0,,,,,,0,-2
915509,39,1,2003,76,4,100,3,-2,4,,,,,,,,,,,,,,,-2
915512,37,1,-2,27,2,0,,0,,2,0,2,0,2,-2,5,0,4,-2,0,1,1,3,-2
915517,39,2,2000,-3,6,120,,0,,,,,,,,,,,,,,,,-2
915519,39,1,-2,67,9,155,5,0,1,1,0,0,6,2,-2,0,5,4,-2,0,0,1,2,-2
915524,39,1,2005,77,6,109,4,0,0,,,,,,,,,,,,,,,-2
915529,39,2,-2,58,4,65,5,-2,2,1,-2,10,-2,2,-2,10,-2,,,,,,8,-2
915530,39,2,-2,104,9,25,3,0,1,3,0,0,9,3,-2,6,0,3,-2,0,7,1,3,2
915532,40,2,-2,95,3,20,5,0,2,2,4,4,8,1,-2,5,11,5,-2,0,9,1,3,3
915533,39,1,2005,35,4,100,3,-2,0,5,-2,,6,,,,,,,,,,,-2
915537,39,2,2001,51,5,-3,,-2,,,,,,,,,,,,,,,,-2
915542,39,2,-2,20,4,0,4,0,10,,,,,4,-2,4,8,,,,,,3,-2
915544,40,2,-2,25,9,22,4,0,3,3,0,1,6,4,-2,9,0,4,-2,0,4,1,2,-2
915549,39,1,1984,29,4,180,,,,,,,,,,,,,,,,,,-2
915551,-3,2,1986,-3,6,-3,,,,,,,,,,,,,,,,,,-3
915553,39,2,-2,78,9,120,5,5,8,3,0,2,4,2,-2,1,7,,,,,,0,-2
915555,37,1,-2,48,9,185,,-2,,,,,,,,,,,,,,,,-2
915556,38,1,2015,74,5,145,4,0,1,2,0,0,5,2,-2,3,4,,,,,,7,-2
915562,38,2,-2,77,7,75,5,0,6,1,0,1,11,2,-2,2,0,5,-2,0,0,2,3,-2
915564,38,2,1997,-3,4,4,5,-2,6,,,,,,,,,,,,,,,-2
915565,39,1,-2,84,6,163,,-2,,,,,,,,,,,,,,,,3
915569,37,2,1999,14,4,43,3,0,4,,,,,,,,,,,,,,,-2
915574,-3,2,-2,65,3,-3,,,,,,,,,,,,,,,,,,-3
915576,39,2,-2,120,5,70,4,0,3,3,0,1,8,3,-2,5,9,3,0,2,10,0,0,2
915577,39,1,2014,87,6,0,4,-2,0,3,-2,2,-2,5,-5,,-2,,,,,,2,-2
915578,39,2,-2,8,4,3,5,-2,2,2,-2,2,-2,2,-2,1,-2,,,,,,3,2
915582,39,2,2016,20,6,2,4,-2,1,3,7,1,6,3,5,0,6,,,,,,3,-2
915585,39,2,2009,148,9,119,5,0,5,2,0,0,10,,,,,,,,,,,-2
915586,39,1,-2,114,5,180,4,0,2,2,0,,6,3,-2,2,6,4,-2,5,6,1,4,2
915587,39,2,-2,-3,6,0,5,6,4,1,5,3,4,2,-2,1,5,4,3,0,2,1,2,-2
915588,39,2,2014,29,4,32,3,0,5,3,0,5,10,4,-2,1,10,,,,,,1,-2
915592,39,2,-2,54,9,0,4,0,9,3,0,5,10,2,-2,1,10,4,-2,5,10,1,2,-2
915593,39,2,2011,12,3,-3,4,1,2,2,,2,,,,,,,,,,,,-2
915594,39,1,-2,137,3,140,4,5,2,,,,,,,,,,,,,,,2
915596,39,2,-2,70,9,1,5,0,1,2,0,0,9,2,-2,5,9,4,-2,1,10,1,6,-2
915597,39,2,2006,49,5,36,,,,,,,,,,,,,,,,,,-2
915607,38,2,-2,38,3,83,4,0,4,2,0,10,12,3,-2,0,10,4,-2,1,9,2,7,-2
915608,39,2,-2,52,9,30,3,0,8,2,6,10,12,-30,-30,8,-30,,,,,,2,-2
915613,38,1,2008,41,4,100,5,0,6,2,0,4,2,,,,,,,,,,,-2
915616,38,2,-2,55,3,74,4,-2,3,3,-2,1,-2,3,-2,10,-2,,,,,,4,-2
915618,39,1,-2,223,9,0,4,4,3,2,0,2,4,1,-2,6,6,4,-2,3,4,1,3,-2
915620,39,2,-2,37,5,140,,,,,,,,,,,,,,,,,,2
915624,39,2,-2,42,3,0,5,0,4,1,1,4,6,,,,,4,-2,1,6,1,,-2
915631,39,2,-2,55,4,145,5,0,3,1,0,8,12,,,,,,,,,,,2
915632,39,2,-2,-3,6,-3,5,4,4,,,,,-30,-30,8,-30,,,,,,2,-2
915634,39,2,2016,26,3,60,4,0,2,3,0,4,5,4,-27,-29,-27,,,,,,0,-2
915639,39,1,-2,59,2,85,4,0,0,3,-5,2,-5,,,,,,,,,,,-2
915640,39,1,1991,260,6,126,,,,,,,,,,,,,,,,,,-2
915641,39,1,-2,83,9,340,5,0,2,1,0,1,4,3,-2,,6,4,-2,10,5,2,3,2
915643,39,2,2018,39,3,0,,,,,,,,,,,,,,,,,,-2
915644,39,1,2004,42,4,0,4,0,4,,,,,,,,,,,,,,,-2
915647,39,2,-2,54,9,-3,4,0,4,1,0,4,6,3,-2,6,4,,,,,,0,-2
915651,38,1,2016,-3,6,180,,0,,4,-2,4,10,5,-2,2,8,,,,,,4,2
915654,39,1,2012,33,4,60,3,-2,2,3,-2,0,-2,4,-2,,-2,,,,,,5,-2
915657,39,2,-2,69,2,0,4,0,2,1,0,3,8,1,-2,4,7,5,-2,28,9,1,6,-2
915663,39,2,-2,80,5,0,5,0,6,1,0,1,8,1,-2,2,6,5,-2,2,6,1,3,2
915667,39,2,-2,77,9,0,4,0,0,4,-2,,2,4,6,,0,,,,,,6,-2
915668,39,1,1992,80,5,140,,,,,,,,,,,,,,,,,,2
915669,39,2,2017,113,9,40,4,-2,0,1,-2,-3,-2,2,-2,-29,-2,,,,,,2,-2
915674,38,2,-2,27,9,0,,0,,2,0,4,11,3,-2,,5,4,1,8,10,1,2,-2
915682,39,1,2018,31,2,390,4,-2,0,3,-2,0,-2,3,-2,0,-2,,,,,,3,2
915686,39,1,-2,27,4,200,5,0,10,4,0,0,12,4,-2,4,7,,,,,,3,-2
915688,38,2,-2,10,4,105,4,0,0,2,0,0,12,2,-2,1,10,4,-2,0,0,1,2,-2
915693,39,2,2019,37,4,0,4,0,16,2,0,15,9,2,-2,15,11,,,,,,0,-2
915695,39,2,1980,22,2,0,,,,,,,,,,,,,,,,,,-2
915698,39,2,2013,64,4,0,,,,3,,0,,,,,,,,,,,,-2
915702,39,2,2016,-3,6,0,4,6,10,2,6,8,6,,,,,,,,,,,2
915703,39,2,2010,93,2,80,,,,4,-5,,-5,,,,,,,,,,,-2
915713,39,2,-2,38,3,125,4,0,12,1,6,12,5,2,-2,16,10,4,-2,28,5,2,4,3
915715,39,2,-2,64,7,115,4,0,3,2,0,8,9,2,-2,4,8,4,-2,3,8,1,1,-2
915719,40,2,-2,-3,6,0,4,0,25,3,0,-3,0,4,-2,-29,2,4,3,0,0,2,6,-2
915720,39,1,-2,68,4,280,4,7,4,2,6,4,5,,,,,,,,,,,-2
915724,39,2,-2,105,2,55,4,0,4,2,0,6,8,2,-2,1,10,4,-2,1,7,1,8,3
915728,39,1,-2,34,2,553,3,-2,2,3,-2,16,6,2,4,2,8,4,3,2,8,1,4,-2
915729,39,1,-2,136,8,150,4,-2,3,3,-2,3,-2,3,-2,5,-2,,,,,,3,-2
915738,39,2,-2,-3,9,0,5,0,6,1,5,1,9,1,-2,5,6,5,-2,0,6,2,4,2
915742,39,1,2015,-3,3,88,4,0,5,2,0,1,8,2,-2,10,-2,,,,,,3,-2
915745,38,1,2016,546,8,620,5,2,5,1,2,8,7,2,-2,12,4,,,,,,3,2
915747,39,1,2013,22,4,250,4,5,0,3,2,,8,3,-2,0,6,,,,,,3,2
915748,39,1,2016,76,5,280,,-2,,2,-2,-3,-2,,,,,,,,,,,-2
915749,39,2,-2,45,3,1,5,-2,3,1,-2,2,-2,1,-2,5,-2,,,,,,2,2
915774,39,1,2013,92,9,150,,,,,,,,,,,,,,,,,,-2
915776,39,2,-2,93,6,12,5,0,4,1,0,5,9,2,-2,5,9,5,-2,3,8,1,2,2
915780,39,1,-2,15,5,245,5,0,3,2,0,2,6,1,-2,16,6,4,-2,8,7,2,3,-2
915783,39,1,-2,61,6,-3,4,0,3,2,0,1,6,2,-2,1,6,4,-2,0,7,2,7,3
915784,38,2,-2,143,2,52,5,0,2,2,6,1,2,2,-2,4,0,,,,,,2,2
915787,39,2,-2,34,6,65,4,0,2,2,0,2,6,2,-2,0,11,4,-2,4,10,3,3,-2
915790,39,1,2005,57,6,90,4,0,2,2,0,0,4,,,,,,,,,,,-2
915791,39,2,2004,81,9,0,4,6,3,,,,,,,,,,,,,,,-2
915794,39,2,-2,-3,6,0,4,0,8,2,0,4,6,2,2,10,8,,,,,,3,2
915796,39,2,-2,27,9,12,,,,2,,1,,,,,,,,,,,,-2
915798,38,2,2004,-3,2,0,,,,,,,,,,,,,,,,,,-2
915803,39,2,-2,221,9,0,5,0,6,2,0,18,6,3,-2,4,7,4,-2,0,6,1,3,2
915814,39,2,-2,53,4,15,4,0,6,2,0,6,9,3,-2,8,8,4,-2,1,10,2,3,2
915817,39,2,-2,71,9,0,3,0,0,2,0,,9,3,-2,,10,4,3,0,5,1,4,-2
915830,39,1,-2,88,6,140,4,0,3,3,0,4,3,3,-2,,8,3,5,6,7,1,2,-2
915832,39,1,-2,39,3,155,5,-2,4,1,-2,3,-2,2,-2,2,-2,,,,,,4,-2
915837,39,1,-2,-3,9,155,4,3,2,2,3,1,8,2,-2,0,6,4,1,2,6,2,2,2
915839,39,1,-2,43,4,83,4,0,2,1,0,1,6,2,-2,2,6,4,-2,0,6,1,3,-2
915850,-3,2,-2,101,9,-3,,,,,,,,,,,,,,,,,,-3
915851,38,1,2006,13,3,48,,0,,4,0,,6,,,,,,,,,,,-2
915853,-3,1,1959,132,4,-3,,,,,,,,,,,,,,,,,,-3
915858,39,1,-2,337,9,125,5,0,6,1,5,10,8,1,2,9,8,5,-2,10,7,1,5,4
915861,39,1,-2,101,6,160,4,0,4,1,3,4,10,2,-2,5,10,5,-2,0,8,2,4,1
915864,38,2,2018,36,3,0,4,-2,0,2,-2,1,-2,2,-2,0,-2,,,,,,4,-2
915867,39,2,-2,177,3,80,5,-2,0,1,-2,0,-2,2,-2,1,-2,,,,,,4,-2
915868,39,2,-2,-3,5,22,4,0,3,5,0,2,12,2,-2,,10,,,,,,4,2
915876,39,2,-2,99,6,11,4,0,3,3,0,6,8,-30,-30,6,-30,4,-2,3,7,1,2,-2
915883,39,2,-2,112,7,-3,3,7,2,2,6,1,9,2,5,4,9,4,6,2,10,1,2,-2
915884,38,1,-2,28,4,110,4,-2,6,2,-2,4,-2,3,-2,,-2,,,,,,4,-2
915894,39,2,-2,61,2,0,5,0,1,1,0,1,10,1,-2,-29,8,,,,,,5,-2
915898,39,2,2017,63,3,12,1,-2,4,2,-2,2,-2,1,-2,6,-2,,,,,,1,-2
915901,39,2,-2,60,4,4,5,0,6,2,0,1,10,1,4,8,8,,,,,,4,-2
915902,39,1,2019,70,7,120,5,0,2,3,0,1,6,2,-2,10,6,,,,,,4,3
915903,39,2,-2,6,4,150,5,0,1,1,0,0,7,2,-2,2,6,3,-2,2,3,1,4,-2
915904,39,2,-2,64,6,47,4,0,2,1,,-3,,,,,,,,,,,,-2
915905,39,1,-2,22,6,180,4,-2,0,3,-2,5,-2,2,-2,4,-2,,,,,,3,2
915909,39,2,-2,29,3,0,5,-2,2,2,-2,3,-2,2,-2,4,-2,,,,,,3,-2
915910,38,2,-2,7,6,80,,-3,,3,,6,,2,-2,,4,3,-2,0,4,1,2,-2
915911,39,2,2013,-3,2,0,,0,,3,0,,5,4,-2,12,6,,,,,,4,-2
915914,39,2,-2,52,5,0,4,0,1,,,,,2,-2,0,6,4,-2,2,8,1,6,-2
915915,39,2,1999,58,6,17,4,-2,1,,,,,,,,,,,,,,,-2
915918,39,2,1995,14,2,0,4,0,4,,,,,,,,,,,,,,,-2
915919,38,2,2010,40,7,2,4,-2,2,3,-2,1,-2,,,,,,,,,,,-2
915923,39,2,1977,179,7,0,,,,,,,,,,,,,,,,,,-2
915925,39,2,-2,72,5,0,4,0,8,3,0,1,12,3,-2,2,6,3,-2,0,9,1,6,-2
915926,39,1,-2,60,9,250,4,4,4,,,,,3,4,,5,4,-2,28,0,2,6,-2
915930,39,1,-2,51,3,140,4,0,2,1,0,3,10,3,-2,15,6,4,-2,3,6,2,5,2
915934,39,2,-2,33,4,-3,,0,,1,0,4,10,1,0,,6,,,,,,3,-2
915938,39,1,-2,75,2,108,4,0,0,3,0,2,0,,,,,,,,,,,-2
915940,39,2,2004,68,2,-3,5,0,6,5,-2,2,6,,,,,,,,,,,-2
915944,39,2,2017,80,9,0,,0,,,,,,,,,,,,,,,,-2
915949,39,1,2019,102,9,500,4,0,10,3,0,2,5,3,-2,-29,5,,,,,,4,2
915950,39,1,-2,81,9,239,4,0,2,2,0,1,6,2,-2,10,9,3,-2,8,6,1,2,2
915954,39,2,-2,5,3,0,4,-2,4,3,-2,4,-2,2,-2,4,-2,,,,,,5,2
915958,39,1,-2,85,7,-3,4,0,0,,,,,,,,,,,,,,,-2
915970,39,2,-2,174,9,0,5,0,1,1,0,2,8,1,-2,,10,4,-2,1,2,1,4,2
915972,39,1,1997,58,4,120,,,,,,,,,,,,,,,,,,-2
915974,39,2,-2,19,2,0,4,-2,0,2,-2,5,-2,3,-2,4,-2,,,,,,6,-2
915975,39,1,-2,26,2,130,4,0,0,2,0,1,6,2,-2,0,3,4,-2,25,4,1,0,-2
915980,39,1,-2,31,7,-3,5,0,0,1,0,0,5,4,-2,-29,6,,,,,,2,-2
915981,39,2,-2,74,2,0,4,-2,4,2,-2,2,-2,2,-2,1,-2,,,,,,3,-2
915982,39,2,-2,62,6,0,4,0,2,3,0,0,5,3,-2,1,5,4,-2,0,2,1,3,-2
915983,39,1,-2,58,5,280,5,0,4,1,0,8,8,2,-2,4,12,3,-2,10,9,2,1,2
915987,38,1,-2,-3,5,210,5,-2,4,2,-2,6,-2,-30,-30,2,-30,5,-2,5,6,2,4,-2
915989,39,2,-2,45,7,9,4,0,2,2,0,,6,3,-2,,6,4,-2,0,6,2,4,2
915990,39,1,2016,89,6,134,4,0,4,3,0,1,3,3,-2,0,6,,,,,,2,-2
916003,-3,1,9994,42,6,-3,,,,,,,,,,,,,,,,,,-3
916004,39,1,-2,61,4,120,,,,2,,4,,,,,,,,,,,,-2
916007,37,2,-2,32,6,0,4,0,2,2,0,3,10,-30,-30,4,-30,,,,,,3,-2
916009,39,1,-2,143,4,0,5,0,2,1,0,4,12,1,-2,2,6,4,-2,2,5,1,3,4
916011,39,1,-2,21,4,150,3,-2,2,2,-2,0,-2,,,,,,,,,,,-2
916012,40,1,-2,18,3,152,5,0,1,1,0,2,9,2,-2,3,9,4,-2,2,0,2,2,-2
916014,-3,1,1975,-3,9,-3,,,,,,,,,,,,,,,,,,-3
916015,39,2,2011,13,5,0,5,0,2,1,0,0,10,5,-27,0,-27,,,,,,3,-2
916017,39,2,2003,194,6,0,4,0,0,,,,,,,,,,,,,,,-2
916024,39,2,2019,-3,2,17,4,4,3,1,0,4,4,1,-2,3,10,,,,,,2,-2
916030,39,2,2004,28,9,0,,,,,,,,,,,,,,,,,,-2
916032,39,2,1990,33,3,35,,,,,,,,,,,,,,,,,,-2
916034,39,2,-2,40,3,65,5,0,2,1,0,2,10,-30,-30,5,-30,,,,,,6,-2
916038,39,2,-2,397,6,0,,0,,2,-2,,11,,,,,,,,,,,2
916041,39,2,-2,154,9,28,4,0,2,2,0,2,6,-30,-30,2,-30,3,-2,0,6,1,3,1
916044,39,2,1998,19,4,0,,5,,,,,,,,,,,,,,,,-2
916047,39,2,-2,-3,4,0,4,0,4,2,0,4,8,3,-2,7,9,4,-2,0,8,1,3,-2
916051,39,2,2003,78,6,0,5,0,6,,,,,,,,,,,,,,,-2
916052,38,1,2015,148,6,0,5,0,20,2,0,,12,1,-2,6,2,,,,,,4,-2
916062,39,1,-2,64,9,148,,,,,,,,,,,,,,,,,,-2
916065,39,2,2013,11,3,-3,4,7,2,5,6,2,10,4,-2,8,8,,,,,,3,-2
916074,38,1,-2,80,5,191,4,0,1,2,7,10,4,1,-2,0,6,,,,,,4,-2
916078,39,2,-2,29,5,39,4,-2,0,1,6,4,8,1,-2,1,10,,,,,,4,-2
916080,37,2,-2,93,9,0,5,0,1,,,,,,,,,,,,,,,-2
916088,38,2,-2,86,9,0,4,0,4,1,0,4,10,2,-2,4,6,4,-2,2,8,1,3,-2
916093,39,1,-2,92,7,161,4,-2,0,1,-2,3,-2,2,-2,0,-2,,,,,,5,2
916096,39,2,-2,88,5,225,5,0,12,1,0,20,10,,,,,,,,,,,2
916105,39,2,-2,51,4,16,4,-3,2,2,0,0,4,-30,-30,0,-30,4,-2,0,5,1,4,-2
916107,39,2,-2,30,2,70,4,-2,8,3,-2,3,-2,3,-2,2,-2,,,,,,0,-2
916111,39,2,2002,63,3,0,4,0,4,,,,,,,,,,,,,,,-2
916114,39,2,-2,-3,2,50,5,-2,4,3,-2,7,-2,3,-2,4,-2,3,-2,0,5,1,2,-2
916118,39,1,2016,41,3,50,4,0,12,3,0,4,5,4,-2,1,9,,,,,,7,-2
916121,39,2,2017,-3,6,80,4,-2,1,3,-2,,-2,,,,,,,,,,,-2
916122,40,2,-2,42,6,9,3,-2,0,2,-2,1,-2,2,-2,1,-2,,,,,,2,-2
916130,39,2,-2,103,9,0,4,0,6,1,0,8,-3,1,-2,,6,,,,,,5,-2
916146,39,1,-2,14,2,170,4,0,2,3,0,,8,3,-2,3,6,,,,,,4,-2
916149,39,2,2008,-3,3,0,4,0,1,3,-5,0,-5,,,,,,,,,,,-2
916150,39,2,-2,53,3,0,4,0,3,3,,1,,3,-2,3,10,4,-2,0,12,1,9,-2
916151,39,2,2004,59,2,0,,0,,,,,,,,,,,,,,,,-2
916153,39,1,-2,21,3,179,4,0,3,2,7,2,6,2,-2,2,4,4,4,1,2,1,2,-2
916160,38,2,-2,910,2,0,,,,3,-5,,-5,3,-2,10,6,3,-2,2,0,1,4,-2
916164,39,1,-2,85,9,200,4,0,0,3,0,1,6,2,-2,1,8,4,-2,12,8,1,6,2
916165,39,1,-2,-3,6,150,4,0,7,1,0,1,6,3,-2,4,8,4,-2,0,0,1,3,-2
916167,39,1,1981,44,2,100,,,,,,,,,,,,,,,,,,-2
916173,39,2,-2,-3,4,100,4,-2,5,2,-2,3,-5,,,,,,,,,,,-2
916174,39,2,-2,34,2,6,4,-2,0,1,5,0,10,2,-2,4,9,5,4,0,4,1,7,-2
916176,39,2,-2,69,9,152,4,-2,25,2,-2,4,-2,-30,-30,2,-30,,,,,,0,3
916178,38,2,-2,103,9,0,4,0,3,3,2,6,6,3,-2,3,7,,,,,,10,-2
916180,39,1,-2,89,2,112,,-2,,2,-2,0,-2,3,-2,-29,-2,,,,,,3,-2
916188,39,2,-2,89,6,0,3,-2,2,2,-2,6,-2,2,-2,12,-2,,,,,,6,2
916190,39,1,2016,118,4,300,5,-2,4,1,-2,1,-2,1,-2,4,-2,,,,,,3,-2
916191,39,2,-2,48,2,100,4,4,16,1,3,,6,,,,,,,,,,,-2
916194,38,2,2010,36,2,-3,,-2,,5,-2,5,-2,4,-2,,-2,,,,,,2,-2
916198,39,2,-2,48,9,-3,3,0,0,4,3,0,8,4,-2,,0,,,,,,2,-2
916199,39,2,2014,67,6,4,5,0,8,2,0,2,12,,,,,,,,,,,-2
916206,37,2,-2,64,2,0,5,0,12,3,0,6,-3,3,-2,-29,0,,,,,,0,-2
916209,39,2,-2,65,5,0,4,0,7,1,5,1,8,1,-2,3,8,4,-2,1,6,1,4,-2
