,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
916212,39,2,-2,70,6,30,,,,,,,,,,,,,,,,,,-2
916213,39,2,2001,100,4,-3,,0,,,,,,,,,,,,,,,,-2
916216,39,2,-2,94,9,100,4,7,2,2,0,0,10,3,-2,0,5,,,,,,4,-2
916221,39,2,-2,15,2,65,4,0,2,4,,8,,,,,,,,,,,,-2
916226,39,1,-2,75,9,152,4,2,1,4,0,1,8,2,-2,0,7,3,-2,0,6,2,3,-2
916229,39,2,-2,88,4,0,4,-2,4,1,-2,10,-2,2,-2,5,-2,,,,,,4,-2
916230,38,1,-2,28,3,140,,-2,,2,,4,,1,-2,8,-2,,,,,,9,-2
916234,39,2,-2,27,2,0,,0,,1,0,2,0,,,,,,,,,,,-2
916236,38,2,2014,50,3,0,3,0,12,3,0,2,6,3,-2,,0,,,,,,4,-2
916238,39,2,-2,75,5,60,4,0,3,2,0,0,6,1,-2,2,9,4,-2,0,6,1,2,-2
916240,39,1,-2,45,3,55,,,,,,,,,,,,,,,,,,-2
916241,39,1,-2,99,8,150,4,0,12,2,0,8,6,,,,,,,,,,,1
916245,39,2,2000,39,9,0,,-2,,,,,,,,,,,,,,,,-2
916250,39,2,-2,75,8,4,4,4,3,1,0,5,0,3,-2,5,4,,,,,,3,-2
916258,39,2,2016,62,7,-3,5,0,1,2,0,5,9,,,,,,,,,,,-2
916260,39,2,-2,66,9,80,4,5,0,3,-2,3,0,,,,,,,,,,,-2
916264,38,2,-2,47,4,-3,,-3,,3,,0,,,,,,,,,,,,-2
916266,39,2,-2,45,6,-3,5,0,4,2,0,7,10,2,-2,5,8,3,1,2,7,1,5,3
916272,39,2,-2,112,7,17,,0,,2,0,,10,,,,,,,,,,,-2
916274,39,2,2016,92,7,0,4,1,13,1,0,4,9,2,-2,12,8,,,,,,3,2
916275,38,2,2006,60,5,0,4,0,3,,,,,,,,,,,,,,,-2
916277,39,1,-2,93,7,230,,0,,,,,,,,,,,,,,,,3
916278,39,2,-2,87,9,16,,0,,3,7,8,7,,,,,,,,,,,-2
916279,39,2,-2,-3,9,0,5,0,3,1,0,2,10,2,-2,0,12,4,-2,0,8,1,4,3
916284,39,1,2003,35,3,0,3,0,30,,,,,,,,,,,,,,,-2
916295,39,2,-2,62,9,0,4,-2,3,2,-2,5,-2,2,-2,20,-2,,,,,,0,3
916299,39,2,-2,33,3,0,,-2,,2,-2,0,-2,2,-2,1,-2,,,,,,2,-2
916301,39,2,2015,70,6,0,4,0,2,2,-3,8,9,2,-2,,6,,,,,,3,-2
916303,39,2,2009,89,5,25,3,0,0,4,0,1,8,,,,,,,,,,,-2
916306,39,2,-2,118,4,3,4,0,2,3,5,2,6,3,-2,0,9,3,-2,2,7,1,5,-2
916307,39,2,2008,12,2,15,5,-2,4,1,-2,2,-2,,,,,,,,,,,-2
916311,39,2,-2,30,2,2,4,0,1,3,0,2,10,,,,,,,,,,,-2
916314,39,2,1999,22,4,1,3,-2,4,,,,,,,,,,,,,,,-2
916317,-3,2,-2,-3,9,-3,,,,,,,,,,,,,,,,,,-3
916318,39,1,-2,71,9,170,4,0,1,2,0,2,5,2,-2,1,6,4,-2,0,5,1,2,3
916320,39,2,1998,27,3,0,4,0,2,,,,,,,,,,,,,,,-2
916321,39,2,-2,77,9,-3,,0,,3,4,,12,2,5,,6,4,1,3,0,1,2,-2
916323,39,2,-2,49,5,50,4,-3,4,1,-5,10,-5,2,0,,8,3,-2,5,0,2,6,-2
916330,39,2,2011,28,3,105,4,0,6,4,,5,,,,,,,,,,,,-2
916333,38,1,-2,-3,6,0,,-2,,3,-2,1,-2,-30,-30,-29,-30,,,,,,3,-2
916343,39,2,-2,11,3,59,,0,,2,0,1,11,2,-2,4,10,4,-2,5,11,1,2,-2
916345,37,1,2011,46,5,153,4,0,0,2,0,2,6,,,,,,,,,,,-2
916346,39,1,1999,38,2,113,4,-2,2,,,,,,,,,,,,,,,-2
916351,38,1,-2,183,9,180,3,0,8,4,0,0,6,-30,-30,2,-30,,,,,,0,2
916353,39,1,-2,16,3,70,4,0,2,2,0,3,7,2,-2,2,5,4,-2,0,2,1,3,-2
916354,39,1,2003,62,7,0,,,,,,,,,,,,,,,,,,-2
916355,39,1,-2,57,9,105,4,0,0,2,6,1,11,2,6,1,10,3,-2,0,7,1,3,1
916357,39,2,-2,38,6,80,5,-2,10,1,-2,25,-2,3,-2,20,-2,,,,,,0,-2
916367,39,1,2009,39,4,220,5,0,2,3,,2,,,,,,,,,,,,2
916370,37,2,-2,-3,3,9,4,-2,0,1,-2,0,-2,2,-2,3,-2,4,-2,2,0,1,2,-2
916375,39,1,-2,71,8,280,4,0,8,2,0,2,5,1,-2,2,8,4,-2,4,7,2,2,3
916376,39,2,2008,60,5,35,4,-2,4,2,-2,4,-2,,,,,,,,,,,-2
916377,39,2,-2,71,6,48,4,0,4,3,4,6,6,2,-2,3,10,4,1,0,6,2,10,-2
916387,39,2,-2,24,3,80,4,-2,2,2,-2,4,-2,2,-2,6,-2,,,,,,0,-2
916390,39,1,2014,37,6,145,,0,,3,,4,,2,-2,20,11,,,,,,4,-2
916392,38,1,2001,32,4,98,,,,,,,,,,,,,,,,,,-2
916401,39,1,-2,31,5,400,5,-2,9,1,-2,6,-2,1,-2,,-2,,,,,,0,-2
916409,39,2,-2,71,6,22,,-2,,,,,,2,-2,,-2,,,,,,6,-2
916411,39,2,2011,24,2,0,4,-2,1,5,4,4,7,,,,,,,,,,,-2
916414,39,2,-2,262,9,30,,,,2,,2,,,,,,,,,,,,-2
916416,38,1,2003,45,5,150,4,-2,4,,,,,,,,,,,,,,,-2
916419,39,2,1987,60,2,-3,,,,,,,,,,,,,,,,,,-3
916422,39,1,-2,-3,4,157,4,0,6,3,3,2,12,3,-2,3,6,3,-2,5,0,1,5,-2
916424,39,2,2015,-3,3,3,4,0,3,3,0,1,6,2,-2,2,7,,,,,,4,-2
916427,38,2,-2,92,3,0,5,0,6,2,0,2,9,2,-2,3,6,,,,,,4,-2
916428,39,1,2016,23,3,100,,0,,1,0,,0,4,-2,-29,4,,,,,,4,-2
916429,39,2,-2,-3,4,0,4,-2,2,3,-2,2,-2,2,-2,20,-2,,,,,,4,-2
916434,39,1,-2,-3,7,215,4,6,4,3,4,0,10,3,-2,,0,,,,,,3,-2
916436,39,2,-2,32,3,18,4,0,3,2,3,-3,8,,,,,,,,,,,-2
916438,39,1,1999,63,2,100,,0,,,,,,,,,,,,,,,,-2
916444,39,2,-2,56,2,33,4,-2,6,2,-2,,-2,2,-2,4,-2,,,,,,0,-2
916451,38,2,2000,63,5,-3,,-2,,,,,,,,,,,,,,,,4
916456,39,1,-2,64,9,160,5,0,6,2,0,4,9,2,-2,4,11,4,-2,0,10,1,4,-2
916457,39,2,1984,54,9,140,,,,,,,,,,,,,,,,,,3
916458,38,1,-2,-3,3,160,4,0,-3,2,0,2,6,3,-2,5,5,,,,,,2,-2
916461,39,1,2014,49,6,138,4,-2,7,1,-2,4,-2,2,-2,4,-2,,,,,,5,3
916463,39,2,-2,49,9,0,4,-2,10,1,0,,-3,,,,,,,,,,,-2
916464,-3,1,2002,47,9,-3,,,,,,,,,,,,,,,,,,-3
916475,39,1,2011,52,3,115,3,0,2,2,0,4,6,4,-2,,6,,,,,,2,-2
916477,39,2,-2,6,2,0,5,6,0,1,7,1,0,1,-2,1,8,5,5,0,6,2,2,-2
916481,38,1,-2,44,4,150,5,-2,2,1,-2,2,-2,-30,-30,4,-30,,,,,,5,-2
916483,39,2,-2,38,2,8,,-3,,1,-5,4,-5,1,-2,25,4,,,,,,7,-2
916485,39,2,2009,24,5,0,4,6,4,1,0,4,6,,,,,,,,,,,-2
916486,38,2,2015,32,2,0,4,0,1,2,0,3,0,3,-2,0,4,,,,,,2,-2
916487,39,1,-2,100,4,180,4,0,5,2,0,4,6,2,-2,3,6,4,-2,0,6,1,2,2
916489,-3,2,1996,54,5,-3,,,,,,,,,,,,,,,,,,-3
916494,-3,1,1957,82,5,-3,,,,,,,,,,,,,,,,,,-3
916496,39,1,1989,58,2,105,,,,,,,,,,,,,,,,,,-2
916499,39,2,2010,-3,7,-3,3,0,20,5,-2,,12,,,,,,,,,,,-2
916501,39,1,-2,17,4,135,4,-2,2,2,-2,2,-2,1,-2,-29,-2,,,,,,3,-2
916503,39,1,-2,31,5,138,4,0,2,4,0,6,0,4,-2,3,10,2,3,0,0,1,3,-2
916505,39,2,-2,19,3,65,4,-2,1,2,-2,0,-2,2,-2,2,-2,,,,,,4,-2
916508,39,2,-2,64,4,75,4,0,6,1,0,-3,12,1,-2,,6,5,-2,0,6,1,2,-2
916514,39,1,-2,7,4,0,4,0,4,2,0,1,0,2,-2,,7,5,-2,2,0,1,2,-2
916515,39,2,2018,78,6,0,,0,,,,,,,,,,,,,,,,-2
916516,-3,1,1965,21,3,-3,,,,,,,,,,,,,,,,,,-3
916517,39,2,-2,122,3,0,4,0,0,4,-2,2,11,3,-2,0,4,4,-2,1,0,0,0,3
916521,-3,1,-2,70,9,-3,,,,,,,,,,,,,,,,,,-3
916522,38,1,2007,57,6,150,4,-2,7,3,,-3,,,,,,,,,,,,-2
916523,39,1,-2,76,5,148,4,-2,4,2,-2,2,-2,3,-2,1,-2,,,,,,2,-2
916525,40,1,-2,37,6,-3,4,-2,4,3,-2,2,-2,-30,-30,2,-30,,,,,,3,3
916533,39,1,2012,66,9,222,4,6,7,3,0,3,10,3,-2,,6,,,,,,0,4
916535,38,1,-2,26,3,100,,,,3,0,2,4,-30,-30,0,-30,4,-2,0,2,1,2,-2
916541,39,2,-2,5,6,50,,-2,,1,-2,16,-2,,,,,,,,,,,-2
916542,39,2,2012,54,6,40,3,6,5,2,6,2,6,4,6,2,5,,,,,,1,-2
916543,39,2,2009,84,9,37,,0,,,,,,,,,,,,,,,,-2
916544,39,2,2011,66,7,0,5,4,2,,,,,,,,,,,,,,,-2
916547,39,2,-2,125,9,150,,6,,1,0,1,-3,1,-2,5,5,3,-2,0,5,3,6,3
916548,39,1,-2,29,4,144,4,-2,0,2,-2,1,-2,4,-2,8,-2,,,,,,3,-2
916551,39,1,2014,56,3,105,,0,,3,0,4,10,3,-2,0,9,,,,,,5,-2
916552,38,1,2006,80,7,165,4,6,1,2,6,2,0,,,,,,,,,,,-2
916554,39,2,-2,54,3,31,4,0,1,4,0,0,6,3,-2,3,7,4,-2,2,7,1,6,-2
916556,39,2,1992,75,2,0,2,-2,3,,,,,,,,,,,,,,,-2
916559,39,2,-2,193,4,44,2,-2,12,3,0,1,7,4,1,12,6,4,-2,28,8,2,0,-2
916560,39,2,-2,60,4,0,4,-2,1,4,-2,1,-2,5,-2,-29,-2,,,,,,6,-2
916572,39,2,-2,16,4,15,,,,,,,,,,,,,,,,,,-2
916576,39,1,-2,57,9,196,,,,2,0,2,12,2,-2,1,2,4,-2,2,4,2,3,-2
916579,39,2,-2,-3,7,95,4,0,8,3,0,25,9,3,-2,-29,11,3,-2,2,9,0,0,-2
916581,38,1,-2,50,3,150,3,0,1,2,3,0,5,2,-2,0,6,3,-2,3,5,1,4,-2
916584,39,1,-2,227,5,350,5,0,10,1,0,10,8,1,-2,-29,10,3,-2,4,8,1,2,4
916586,39,1,-2,-3,3,260,4,6,3,2,6,8,7,2,-2,6,8,4,-2,0,6,1,2,4
916591,39,2,2010,71,9,21,,0,,2,0,3,9,,,,,,,,,,,-2
916593,39,2,-2,99,4,0,4,0,12,2,0,4,9,1,-2,1,11,4,-2,5,6,1,6,-2
916596,39,1,-2,89,7,700,5,0,3,2,0,6,6,2,-2,8,9,2,-2,0,6,1,1,2
916598,39,2,2018,27,6,0,4,-2,2,5,-2,,-2,4,-2,,-2,,,,,,2,2
916601,39,2,2016,54,3,50,4,-2,0,2,-2,,-2,,,,,,,,,,,-2
916602,39,2,-2,75,7,52,5,5,5,2,0,,12,,,,,,,,,,,-2
916604,39,2,2006,-3,4,0,4,0,0,3,0,6,10,,,,,,,,,,,-2
916605,39,2,-2,29,6,1,5,0,3,2,0,3,8,1,-2,1,12,4,4,0,8,1,3,-2
916607,38,2,-2,110,9,40,4,0,5,2,0,,6,,,,,,,,,,,-2
916609,-3,1,1983,-3,3,-3,,,,,,,,,,,,,,,,,,-3
916610,39,2,-2,70,3,6,4,-2,8,2,-2,12,-2,2,-2,8,-2,,,,,,2,3
916622,39,2,2006,46,7,21,5,0,2,1,0,2,1,,,,,,,,,,,-2
916624,39,1,-2,17,2,130,4,0,3,3,0,2,0,2,-2,5,2,,,,,,0,-2
916630,-3,1,2010,-3,9,-3,,,,,,,,,,,,,,,,,,-3
916634,39,1,2019,42,6,110,5,0,0,2,0,1,5,5,-2,2,7,,,,,,0,-2
916650,39,2,-2,130,8,17,,-2,,1,4,6,11,1,-2,3,9,4,-2,0,6,1,2,2
916652,39,1,-2,21,4,250,5,-2,3,1,-2,2,-2,1,-2,30,-2,,,,,,2,-2
916658,39,1,2014,55,6,105,,,,,,,,,,,,,,,,,,-2
916660,-3,1,1965,52,2,-3,,,,,,,,,,,,,,,,,,-3
916661,39,2,-2,50,6,0,3,0,3,3,0,11,9,3,-2,6,8,3,5,8,6,2,9,-2
916662,39,1,-2,46,3,140,,0,,1,-5,-3,-5,2,-2,,6,3,-2,2,6,2,5,-2
916666,39,2,-2,62,6,0,5,0,14,1,0,20,-3,,,,,,,,,,,-2
916667,39,1,2015,69,9,-3,4,-2,0,2,-2,,-2,,,,,,,,,,,-2
916669,39,2,2015,65,4,67,5,-2,0,1,-2,2,-2,1,-2,2,-2,,,,,,1,-2
916670,40,2,-2,-3,2,0,4,0,2,1,6,4,11,2,-2,4,9,4,-2,5,7,1,4,1
916672,39,1,-2,48,4,93,5,0,2,1,0,1,5,1,-2,2,10,5,-2,-1,5,1,7,-2
916674,39,2,-2,98,3,21,5,0,1,1,0,4,4,1,-2,4,5,5,-2,5,5,1,6,2
916675,39,2,-2,-3,3,60,4,0,2,3,0,2,5,,,,,,,,,,,-2
916676,39,2,-2,29,4,-3,5,-2,12,3,-2,1,-2,3,-2,-29,-2,,,,,,5,-2
916678,38,2,1988,74,9,0,,,,,,,,,,,,,,,,,,-2
916682,39,1,2017,96,9,198,4,-2,3,2,-2,8,-2,2,-2,5,-2,,,,,,2,3
916684,39,2,-2,203,6,7,4,0,4,3,0,10,8,2,-2,10,9,3,-2,3,7,1,3,-2
916685,39,1,2011,69,6,170,4,0,3,3,0,2,9,3,-2,1,6,,,,,,2,-2
916686,39,2,2008,340,5,94,,0,,2,0,3,10,,,,,,,,,,,-2
916691,39,1,-2,17,4,180,,,,2,0,,4,2,-2,5,4,,,,,,1,-2
916696,-3,1,-2,38,2,-3,,,,,,,,,,,,,,,,,,-3
916700,39,1,2002,-3,6,120,4,4,0,,,,,,,,,,,,,,,2
916702,39,1,-2,46,5,190,,0,,2,0,0,8,3,-2,,10,4,-2,0,6,3,6,-2
916705,39,2,-2,42,2,100,4,0,4,2,,6,,,,,,,,,,,,-2
916707,39,2,-2,57,4,0,5,-2,6,1,-2,4,-2,,,,,,,,,,,-2
916715,39,2,-2,47,9,0,4,0,4,3,4,8,6,4,-2,1,10,4,-2,0,6,1,3,-2
916719,39,2,-2,68,6,40,,-2,,2,-2,,-2,,,,,,,,,,,-2
916723,38,2,-2,57,6,0,4,0,2,2,0,4,9,2,-2,8,6,4,-2,0,6,1,3,-2
916728,39,1,-2,-3,3,220,4,0,3,3,0,2,12,3,-2,3,6,3,-2,0,6,1,2,4
916732,40,1,-2,53,4,115,5,0,2,3,0,6,-3,2,5,-1,-2,5,-2,6,-2,1,4,-2
916733,39,1,-2,180,7,172,4,0,1,1,0,2,6,4,-2,0,6,3,-2,2,1,1,2,3
916736,39,2,-2,50,2,30,2,5,3,3,5,1,10,2,6,1,10,,,,,,2,-2
916740,39,2,-2,33,4,0,4,0,4,,,,,2,-2,,8,,,,,,2,-2
916748,39,2,2008,91,3,56,4,0,4,4,0,3,10,,,,,,,,,,,-2
916750,-3,1,-2,32,3,-3,,,,,,,,,,,,,,,,,,-3
916755,39,2,-2,98,7,0,5,0,2,2,-5,3,-5,1,-2,-29,8,5,0,5,5,1,2,-2
916756,40,2,-2,77,8,0,4,3,6,2,0,2,6,3,-2,2,10,4,-2,6,8,1,3,-2
916771,38,2,-2,31,7,0,4,0,15,4,0,8,8,2,-2,20,6,5,-2,4,6,1,3,-2
916772,-3,2,-2,104,2,-3,,,,,,,,,,,,,,,,,,-3
916773,39,1,-2,57,6,65,,0,,,,,,,,,,,,,,,,-2
916775,38,1,2018,53,9,130,4,-2,1,4,,-3,,3,-2,0,-2,,,,,,10,-2
916778,39,2,-2,102,5,0,,0,,,,,,2,-2,,6,4,-2,0,0,2,1,-2
916782,39,1,-2,82,6,120,,,,2,0,4,10,2,-2,2,8,4,-2,0,10,1,3,-2
916785,39,1,2012,129,6,140,4,0,6,,,,,5,-2,0,6,,,,,,2,-2
916786,39,1,-2,52,5,120,4,0,10,1,0,7,11,2,-2,6,5,4,-2,0,5,1,3,-2
916789,39,2,-2,36,8,120,,,,1,0,1,9,1,-2,0,8,4,-2,0,10,2,3,-2
916790,39,2,-2,49,2,40,,-2,,2,-2,24,-2,1,-2,30,-2,,,,,,3,-2
916791,39,1,-2,404,9,91,,0,,3,0,,11,,,,,,,,,,,2
916793,39,2,-2,17,6,0,5,0,3,3,0,2,0,1,1,0,5,5,0,0,-2,1,2,2
916794,37,1,2003,28,3,130,4,-2,12,,,,,,,,,,,,,,,-2
916795,38,1,2019,64,3,108,,-2,,2,-2,,-2,2,-2,4,-2,,,,,,1,-2
916796,38,1,-2,53,3,120,,,,2,,10,,,,,,,,,,,,-2
916801,38,2,2016,25,2,40,3,-2,5,4,-2,12,5,3,4,-29,6,,,,,,1,-2
916803,39,2,2019,65,6,1,4,0,3,,,,,3,-2,3,6,,,,,,3,-2
916804,39,2,-2,79,2,31,5,0,3,2,0,5,10,3,-2,1,6,,,,,,2,-2
916809,39,2,-2,98,3,0,4,0,6,2,0,8,9,,,,,,,,,,,-2
916810,39,2,2010,13,5,8,,0,,3,0,2,9,,,,,,,,,,,-2
916824,40,2,2019,45,6,15,4,0,0,2,0,1,11,2,-2,1,8,,,,,,2,-2
916833,39,1,-2,29,2,210,,2,,,,,,3,-2,,1,3,4,1,0,1,3,-2
916834,39,1,-2,80,8,280,5,0,11,2,0,10,7,4,-2,8,5,,,,,,1,-2
916838,39,1,-2,40,5,130,4,0,0,1,0,0,10,,,,,,,,,,,-2
916839,-3,2,-2,-3,3,-3,,,,,,,,,,,,,,,,,,-3
916842,38,1,2017,70,6,220,,,,3,5,6,11,3,-2,,7,,,,,,2,-2
916850,39,2,1998,20,6,60,4,-2,3,,,,,,,,,,,,,,,-2
916851,39,2,-2,61,5,0,2,6,20,4,-2,4,6,4,-2,1,6,5,-2,6,0,2,4,-2
916853,38,2,2014,50,4,0,3,0,0,3,0,4,5,4,-2,3,0,,,,,,2,-2
916856,39,1,-2,72,6,162,,0,,4,0,,6,3,-2,,5,4,-2,2,5,2,4,2
916861,39,1,-2,4,3,120,5,0,7,2,0,2,6,2,-2,0,10,4,-2,4,4,2,4,2
916862,-3,1,1990,49,3,-3,,,,,,,,,,,,,,,,,,-3
916863,-3,1,9993,38,4,-3,,,,,,,,,,,,,,,,,,-3
916867,39,2,2009,66,7,56,5,0,5,,,,,,,,,,,,,,,-2
916870,-3,1,2001,59,9,-3,,,,,,,,,,,,,,,,,,-3
916872,39,1,-2,53,9,110,4,0,8,3,0,6,10,2,-2,3,4,4,-2,5,0,0,0,-2
916879,40,2,-2,-3,3,0,5,0,4,1,0,4,-3,1,-2,4,11,4,-2,3,9,1,4,-2
916881,39,2,-2,36,4,80,4,-2,3,2,-2,4,-2,2,-2,3,-2,,,,,,1,-2
916886,38,1,-2,-3,4,170,4,-2,4,2,-2,2,-2,-30,-30,10,-30,,,,,,5,-2
916889,39,2,2013,50,4,97,4,-2,10,2,-2,2,-2,5,-2,,-2,,,,,,3,-2
916896,39,1,1983,65,6,-3,,,,,,,,,,,,,,,,,,-3
916897,39,1,-2,59,2,130,4,0,2,2,0,0,0,3,6,2,7,,,,,,3,-2
916904,39,1,2009,37,4,114,3,-2,2,3,-2,2,-2,,,,,,,,,,,3
916905,38,2,-2,75,3,13,4,0,3,3,2,-3,0,-30,-30,-29,-30,,,,,,3,-2
916907,-3,2,-2,115,7,-3,,,,,,,,,,,,,,,,,,-3
916910,39,2,-2,66,2,40,4,-2,5,2,-2,3,-2,2,-2,4,-2,,,,,,3,-2
916915,39,1,2014,20,2,163,4,0,2,2,0,2,6,2,-2,2,5,,,,,,2,3
916917,39,1,2017,79,3,205,,,,4,0,4,5,2,-2,6,6,,,,,,2,-2
916920,39,2,2017,562,6,0,5,-2,16,2,-2,15,-2,2,-2,10,-2,,,,,,5,2
916923,39,2,-2,-3,3,70,4,1,1,2,,4,,1,4,8,7,4,-2,0,-2,1,2,-2
916933,39,1,1977,27,2,1,,,,,,,,,,,,,,,,,,-2
916936,39,2,-2,40,7,0,5,0,1,,,,,,,,,,,,,,,-2
916940,39,2,2010,58,9,0,5,0,7,2,0,10,10,,,,,,,,,,,-2
916942,39,1,2018,113,8,190,,0,,1,0,1,10,1,-2,0,0,,,,,,1,2
916945,40,2,-2,35,2,60,5,0,2,2,-2,1,10,3,-2,0,10,3,-2,0,7,2,3,2
916949,39,2,1970,55,4,-3,,,,,,,,,,,,,,,,,,-3
916958,39,1,2014,19,3,50,4,0,10,4,0,,11,,,,,,,,,,,-2
916959,38,2,-2,36,7,60,4,0,2,1,0,13,12,1,-2,8,6,4,-2,6,0,2,5,-2
916961,39,1,2015,74,3,300,4,-2,2,3,-2,0,-2,4,-2,1,-2,,,,,,5,2
916974,39,2,-2,27,5,42,4,6,4,2,0,4,8,-30,-30,4,-30,3,4,8,5,1,2,-2
916977,39,1,-2,24,3,210,5,-2,1,2,,10,,1,-2,,-2,,,,,,2,-2
916981,39,2,2008,109,2,80,,0,,2,6,1,4,,,,,,,,,,,-2
916982,39,2,-2,61,8,-3,4,-2,10,2,-2,8,-2,3,-2,-29,-2,,,,,,5,-2
916985,39,1,-2,-3,3,129,,0,,3,0,,10,3,1,0,10,,,,,,7,3
916991,39,2,-2,74,2,130,4,0,6,2,0,1,12,1,-2,3,11,4,-2,0,8,0,0,2
916996,39,1,2009,43,3,172,4,0,3,2,0,3,6,,,,,,,,,,,1
916999,39,1,2008,62,2,126,4,0,0,3,0,8,11,,,,,,,,,,,-2
917003,39,2,1993,-3,2,0,2,0,4,,,,,,,,,,,,,,,-2
917007,39,1,2002,51,2,70,,,,,,,,,,,,,,,,,,-2
917009,-3,1,9971,81,2,-3,,,,,,,,,,,,,,,,,,-3
917011,37,1,2006,-3,4,130,3,-2,0,2,-2,1,-2,,,,,,,,,,,-2
917013,39,1,-2,68,3,230,,0,,,,,,,,,,,,,,,,4
917014,39,1,2010,44,6,150,3,0,3,4,0,2,6,,,,,,,,,,,-2
917015,39,1,-2,63,2,150,5,0,0,3,0,1,5,3,-2,0,5,,,,,,3,-2
917016,38,1,2016,41,9,40,5,0,8,2,0,12,9,1,-2,4,7,,,,,,3,-2
917017,39,2,-2,-3,5,0,4,0,2,3,0,3,0,3,2,1,2,5,1,5,3,2,5,-2
917022,39,1,-2,25,2,180,5,0,4,2,0,4,5,1,-2,1,4,4,4,3,0,1,3,-2
917024,39,2,-2,88,7,51,4,0,1,2,0,2,11,2,-2,3,8,4,-2,1,0,1,2,-2
917027,39,1,-2,55,9,140,,,,3,6,2,12,,,,,3,-2,10,10,1,,-2
917028,39,2,1968,35,4,-3,,,,,,,,,,,,,,,,,,-3
917029,-3,1,1961,68,6,-3,,,,,,,,,,,,,,,,,,-3
917040,39,2,2012,24,4,50,,-2,,4,-2,0,6,4,-2,0,7,,,,,,1,-2
917042,39,2,2016,127,7,90,4,0,4,2,0,10,10,2,3,3,6,,,,,,0,2
917045,39,2,-2,85,9,0,,0,,,,,,,,,,,,,,,,-2
917047,39,1,2017,14,3,80,4,0,5,3,0,,6,2,-2,2,6,,,,,,2,-2
917050,39,2,-2,80,9,0,4,-2,9,1,-2,11,-2,2,-2,13,-2,,,,,,5,2
917051,39,2,-2,67,5,5,5,0,1,2,-2,1,10,1,5,2,8,4,4,3,7,1,4,-2
917052,39,2,1994,62,9,78,4,0,0,,,,,,,,,,,,,,,-2
917056,39,1,2006,66,4,260,4,0,5,3,0,3,8,,,,,,,,,,,2
917059,39,2,-2,-3,4,-3,4,0,3,2,0,5,6,2,-2,12,5,,,,,,2,-2
917060,-3,2,9996,4,3,-3,,,,,,,,,,,,,,,,,,-3
917061,39,1,-2,-3,4,110,4,-2,3,1,-2,3,9,3,-2,2,9,3,-2,4,4,2,4,-2
917064,38,2,2009,17,3,28,,3,,,,,,,,,,,,,,,,-2
917065,39,1,2006,-3,6,115,4,-2,6,2,-2,8,-2,,,,,,,,,,,-2
917072,39,1,2019,83,4,100,4,0,2,2,0,0,8,2,-2,4,11,,,,,,6,-2
917075,39,1,-2,63,6,100,4,1,10,2,0,0,10,2,-2,1,11,4,-2,0,6,1,3,-2
917094,39,1,-2,106,9,300,4,0,2,2,0,1,6,2,-2,8,8,4,-2,3,7,2,4,3
917096,39,2,2004,73,9,2,,,,,,,,,,,,,,,,,,-2
917098,39,2,1979,15,6,0,,,,,,,,,,,,,,,,,,-2
917101,39,1,-2,21,2,90,,0,,4,0,-3,6,4,-2,-29,0,1,-2,4,0,1,3,-2
917107,38,2,2014,69,7,77,3,5,6,4,0,4,6,4,3,,12,,,,,,0,-2
917109,39,2,2017,59,2,0,,,,2,,-3,,,,,,,,,,,,-2
917112,39,2,-2,106,9,2,4,0,4,3,0,10,5,,,,,,,,,,,1
917114,39,2,-2,81,4,30,4,5,0,2,6,1,6,3,5,2,10,3,-2,1,9,1,4,-2
917116,39,2,2012,49,4,7,4,0,6,2,0,6,6,2,-2,0,6,,,,,,3,2
917118,39,2,-2,71,4,50,4,-2,3,3,-2,3,-2,3,-2,7,-2,,,,,,2,-2
917124,38,1,1996,48,9,100,4,0,2,,,,,,,,,,,,,,,1
917129,39,2,-2,318,3,55,4,-2,1,3,-2,,-2,,,,,,,,,,,-2
917131,39,2,-2,106,9,0,4,0,7,5,0,6,7,2,-2,2,8,3,-2,4,0,1,4,-2
917133,39,1,2017,19,4,75,4,0,6,1,0,4,6,4,-2,4,4,,,,,,5,-2
917136,40,1,2012,112,5,130,,,,,,,,,,,,,,,,,,-2
917140,39,2,-2,-3,5,40,5,6,6,3,0,0,0,3,5,0,4,,,,,,2,2
917143,39,1,-2,69,5,180,,0,,3,0,1,8,2,-2,1,9,4,-2,0,6,1,3,2
917144,38,1,2018,270,2,110,4,0,7,3,0,6,12,2,-2,6,11,,,,,,3,2
917145,39,2,-2,47,2,20,4,0,3,1,0,8,6,3,5,12,9,,,,,,3,-2
917148,39,2,2018,21,2,0,4,0,1,1,3,4,0,2,-2,,5,,,,,,10,-2
917150,39,1,-2,69,9,240,4,4,0,1,0,0,7,1,-2,,9,4,-2,0,8,1,4,2
917163,39,1,2016,64,7,150,,,,,,,,,,,,,,,,,,-2
917169,39,1,-2,46,5,140,4,-2,6,4,-2,3,-2,4,-2,1,-2,4,-2,5,5,1,3,2
917178,39,1,2017,36,2,160,,,,,,,,,,,,,,,,,,-2
917181,39,2,2005,72,9,80,,,,,,,,,,,,,,,,,,-2
917182,39,1,-2,56,2,135,,-2,,2,-2,1,-2,,,,,,,,,,,-2
